Tag,h2.2008,h1.2009,h2.2009,h1.2010,h2.2010,h1.2011,h2.2011,h1.2012,h2.2012,h1.2013,h2.2013,h1.2014,h2.2014,h1.2015,h2.2015,h1.2016,h2.2016,h1.2017,h2.2017,h1.2018,h2.2018,h1.2019,h2.2019,TopicNumber,Propensity
crashlytics-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,17,33,59,48,46,45,16,topic_474,0.027300585
background,20,55,170,217,381,700,700,879,928,1079,1026,989,802,820,672,634,532,514,423,402,375,374,118,topic_221,0.19578014
nsrunloop,0,0,2,10,18,21,25,44,31,18,25,28,27,13,20,19,15,7,4,4,6,2,1,topic_378,0.037865944
mdm,0,0,0,1,5,11,17,75,51,60,63,72,71,65,52,58,55,39,48,35,49,48,13,topic_788,0.048709176
stringstream,6,12,14,25,29,34,38,56,65,72,66,73,55,73,58,49,48,46,44,39,29,29,15,topic_75,0.004162554
android-image,0,2,0,6,20,55,63,95,137,165,143,108,58,79,102,83,79,58,46,46,46,51,11,topic_487,0.085650064
monkeypatching,13,21,10,14,16,33,25,30,36,38,32,30,48,34,36,45,39,25,27,29,36,29,19,topic_204,0.06333973
mdx,17,26,49,52,59,89,123,135,175,196,286,245,265,274,265,276,184,230,169,146,126,135,47,topic_435,0.08771052
angular-formly,0,0,0,0,0,0,0,0,0,0,0,0,0,20,114,66,44,27,11,29,33,16,4,topic_956,0.005770498
ion-auth,0,0,0,0,0,1,0,5,20,35,26,23,8,18,16,18,8,15,7,7,13,7,0,topic_638,0.002133077
apktool,0,0,0,0,0,0,0,0,0,0,0,5,11,26,16,16,23,16,14,18,20,21,8,topic_536,0.019402526
queryover,0,0,0,1,7,100,112,78,67,62,43,39,66,53,39,28,30,20,8,16,5,9,3,topic_428,0.012447406
blend,5,8,22,17,43,31,37,44,40,61,60,53,40,47,51,39,32,21,18,13,18,21,4,topic_817,0.04628737
plone-4.x,0,0,0,0,0,1,0,1,0,1,19,18,32,31,39,18,18,27,20,7,13,3,2,topic_205,0.0022465317
sbt-assembly,0,0,0,0,0,0,2,2,2,7,26,19,24,37,41,56,43,51,44,35,24,32,4,topic_19,0.003832046
mysql-5.7,0,0,0,0,0,0,0,0,0,0,7,10,5,1,27,33,69,55,56,60,74,83,37,topic_337,0.012818266
openoffice.org,27,39,57,34,56,69,66,62,43,67,48,47,33,38,38,35,42,19,12,7,14,16,4,topic_89,0.05291715
symbols,20,37,46,84,100,133,128,149,190,183,210,202,170,169,167,138,170,130,113,102,110,103,29,topic_13,0.15995109
mef,10,33,40,111,189,241,197,207,168,169,149,120,82,86,87,69,54,45,34,27,26,31,4,topic_96,0.06405421
forceclose,0,0,0,0,0,1,16,55,61,69,60,44,21,24,15,12,9,7,6,6,1,3,0,topic_490,0.010188423
preg-replace-callback,1,1,4,4,6,6,21,15,18,26,19,41,20,22,22,24,23,27,23,12,19,12,7,topic_765,0.04170917
tableviewcell,0,0,0,1,5,9,9,14,11,19,15,16,21,164,159,145,137,257,8,0,0,0,0,topic_201,0.1291126
println,0,1,4,6,6,9,11,19,21,32,48,42,47,62,33,29,36,23,16,21,21,15,4,topic_835,0.05693182
postgresql,178,354,659,1016,1232,1801,2120,2759,3324,3985,4525,5755,5458,6239,6854,7610,7218,8105,7683,7641,8019,8602,3051,topic_205,0.9553078
itunesconnect,2,3,14,36,80,111,150,187,188,214,234,249,438,471,549,378,411,335,304,222,160,133,22,topic_720,0.17515056
maven-assembly-plugin,0,1,4,22,39,44,44,58,51,70,49,61,50,55,69,68,52,52,36,41,38,44,10,topic_214,0.034958366
mel,0,3,1,1,2,4,4,9,7,11,21,26,19,26,20,32,24,33,29,24,18,9,4,topic_382,0.020156495
repeat,4,3,21,39,59,92,92,104,141,155,171,160,160,164,144,140,120,141,137,120,101,100,33,topic_491,0.098617055
vert.x,0,0,0,0,0,0,0,4,10,15,20,55,42,51,86,118,142,154,171,203,193,207,81,topic_112,0.06032365
implode,0,3,4,9,15,28,32,27,60,59,54,40,46,45,47,36,36,29,36,21,27,24,3,topic_972,0.042510375
django-celery,0,0,0,0,0,24,54,84,83,131,102,65,83,55,54,65,63,69,73,62,68,86,31,topic_320,0.059966337
sequelize-cli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,19,21,35,40,53,48,21,topic_474,0.02247191
avplayerviewcontroller,0,0,0,0,0,0,1,0,0,0,0,0,2,0,52,90,89,51,46,33,44,20,4,topic_542,0.013790653
opengraph,0,0,1,12,35,47,169,342,281,229,125,98,76,82,66,52,45,56,57,44,34,38,16,topic_626,0.0722104
bounding-box,1,3,11,7,12,21,15,35,36,44,38,65,44,30,41,35,29,27,43,47,43,51,17,topic_456,0.097457625
nohup,1,2,5,5,13,13,16,22,28,35,45,36,29,41,39,39,39,31,31,26,31,25,11,topic_627,0.017474633
mex,2,6,12,9,13,54,38,68,59,109,98,100,115,119,118,83,68,72,48,40,48,57,14,topic_216,0.014508544
google-plus,0,0,0,0,0,4,190,214,249,431,618,617,519,423,287,169,140,113,67,51,54,61,6,topic_866,0.19968681
qtquick2,0,0,0,0,0,1,0,1,4,43,103,110,92,163,310,148,224,204,199,111,91,74,20,topic_788,0.1044241
jqplot,0,0,2,4,20,58,79,192,246,279,229,178,86,75,46,39,51,36,24,25,19,11,6,topic_920,0.07532122
jquery-chosen,0,0,0,0,0,0,4,37,105,96,148,132,115,120,109,78,61,43,40,44,54,37,11,topic_164,0.030929131
kotlin,0,0,0,0,2,1,2,9,2,8,10,15,60,153,275,659,624,1535,3484,4499,5987,7197,2865,topic_804,0.75649244
mfc,237,315,387,531,517,559,561,633,737,688,858,804,646,725,578,561,416,381,351,313,253,351,77,topic_869,0.26978603
oracle11gr2,0,0,0,0,3,14,19,29,37,20,37,25,33,26,16,13,24,19,18,16,19,15,9,topic_133,0.03774873
jwplayer,1,4,9,25,33,69,74,107,116,224,184,170,160,162,163,136,84,102,60,45,42,45,18,topic_157,0.070792176
structure,20,33,89,105,110,197,194,254,341,400,423,398,339,360,270,292,316,270,257,222,225,205,49,topic_658,0.2677181
wicket,10,14,46,101,171,253,266,299,322,296,250,218,179,155,180,132,111,147,92,77,61,41,28,topic_327,0.30937836
hibernate-annotations,0,1,6,15,26,31,24,49,40,58,42,39,22,16,22,22,14,22,23,7,14,14,1,topic_62,0.03670729
web-scraping,4,6,15,54,102,205,251,384,445,602,641,879,966,1196,1247,1552,1459,1958,2224,2264,2775,3318,1139,topic_513,0.42737
cocos2d-x,0,0,0,0,1,5,17,106,257,323,476,685,501,397,322,246,134,130,97,49,40,50,16,topic_651,0.10560557
sencha-cmd,0,0,0,0,0,0,0,0,2,33,40,51,44,72,53,39,31,28,19,24,16,11,6,topic_198,0.06227352
sql-order-by,16,63,84,146,216,293,335,403,382,388,401,345,332,316,283,318,270,273,250,278,217,207,79,topic_789,0.37842518
textbox,62,160,289,395,390,567,617,678,855,1010,886,857,620,653,626,591,417,426,358,305,329,272,63,topic_265,0.2520135
knockout-3.0,0,0,0,0,0,0,0,0,0,0,7,31,20,29,74,48,28,36,22,24,36,17,2,topic_518,0.043897215
cocoa-bindings,9,32,60,64,51,94,76,67,61,67,61,63,54,36,32,45,23,22,9,4,7,12,5,topic_431,0.10886772
supervisord,0,1,1,1,4,5,13,24,49,43,62,64,77,94,124,125,95,89,98,84,109,88,37,topic_859,0.24898039
sessionid,2,7,9,23,31,35,38,68,84,64,63,37,21,11,8,18,7,12,15,8,7,12,2,topic_855,0.052104026
kotlin-coroutines,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,31,53,252,155,topic_263,0.046505228
crash,44,102,159,246,325,474,552,647,667,751,793,752,696,713,712,595,553,548,476,492,427,374,147,topic_269,0.18917145
patch,23,39,50,57,83,88,98,111,91,119,94,125,116,111,124,134,91,110,94,90,117,110,30,topic_986,0.118063755
character,22,42,73,121,121,241,255,285,350,421,447,429,405,390,375,351,314,335,301,269,279,240,77,topic_989,0.25148523
mapbox-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,45,73,112,25,topic_33,0.011414468
mgo,0,0,0,0,0,0,0,1,8,9,16,33,43,40,48,59,72,47,66,70,52,34,6,topic_928,0.027654663
azure-iot-hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,75,105,139,178,211,202,90,topic_561,0.06510145
export-to-csv,0,0,2,2,1,31,31,81,77,94,134,200,165,194,201,217,220,251,269,299,325,399,126,topic_510,0.12567788
playback,4,12,14,42,28,69,91,73,91,96,83,76,65,70,42,67,45,42,39,58,72,63,18,topic_134,0.057799473
opengl-es,24,96,193,355,645,1003,1115,1318,1142,945,939,929,752,714,634,560,515,420,338,276,201,227,80,topic_136,0.49227607
nmap,0,1,3,1,9,5,7,17,21,20,23,37,39,38,24,32,29,31,36,30,44,46,17,topic_826,0.026705448
crash-dumps,5,15,23,18,25,53,48,38,40,34,43,42,31,37,37,33,30,29,16,13,12,18,6,topic_356,0.003415024
sequence-diagram,6,3,9,13,10,26,25,24,18,35,18,30,25,22,21,24,23,19,19,20,21,19,8,topic_383,0.009709609
recursion,76,178,313,423,555,775,890,1092,1373,1574,2048,2322,2199,2490,2422,2507,2180,2364,2095,1874,1839,1861,506,topic_66,0.8317858
functional-interface,0,0,0,0,0,0,0,1,0,1,1,13,4,20,17,21,23,34,33,37,55,61,10,topic_892,0.013454395
height,0,38,107,132,180,248,362,402,439,548,490,412,335,329,250,247,185,179,158,159,141,143,37,topic_870,0.16676745
robocopy,3,3,7,7,8,13,15,20,27,24,38,66,44,59,71,50,54,48,45,38,61,62,19,topic_651,0.021329746
file-type,8,16,19,33,33,41,42,51,45,44,45,40,53,30,29,22,33,19,22,18,25,26,11,topic_107,0.04494959
module,67,139,236,372,432,576,619,746,836,964,1000,977,828,977,942,1055,981,963,952,805,901,956,329,topic_840,0.5131936
x86-16,2,0,4,18,23,27,30,56,37,102,88,94,77,113,90,119,116,156,130,117,117,171,48,topic_964,0.022685535
wifimanager,0,0,0,4,8,13,20,28,16,34,26,40,32,41,40,33,35,27,30,30,33,34,16,topic_966,0.021227632
levenshtein-distance,2,10,11,13,33,26,25,39,42,47,39,62,34,39,40,43,33,38,38,47,27,42,11,topic_537,0.016938621
uitextfielddelegate,0,0,3,1,1,26,23,29,23,37,40,33,36,40,30,36,35,28,28,27,25,12,3,topic_886,0.010902496
stackpanel,1,17,41,21,21,47,38,42,43,33,45,37,20,30,22,27,23,24,16,14,9,12,4,topic_787,0.028054953
ant-contrib,0,1,4,2,6,8,6,13,35,35,26,17,23,22,17,15,9,7,3,3,2,1,1,topic_58,0.024603019
express-checkout,0,0,0,1,0,6,9,15,27,43,35,53,32,57,53,27,31,43,28,16,15,14,5,topic_404,0.014410866
boost,97,239,421,711,800,1112,1349,1415,1549,1651,1617,1703,1457,1496,1325,1371,1043,1035,983,909,762,724,237,topic_869,0.56433105
openerp-8,0,0,0,0,0,0,0,0,0,1,1,23,56,112,128,65,38,38,13,1,0,0,0,topic_705,0.020424979
coredump,11,9,15,21,16,30,40,43,38,50,50,51,37,45,49,44,37,37,30,44,42,40,15,topic_434,0.003647037
modulo,7,18,24,26,31,43,47,46,67,83,75,88,86,63,79,68,63,63,49,52,63,46,16,topic_554,0.042103045
openerp-7,0,0,0,0,0,0,0,0,0,2,1,238,197,138,146,66,42,21,12,9,8,9,2,topic_705,0.038421508
shared,10,21,24,42,62,79,81,90,107,88,84,66,72,61,48,69,47,40,54,42,43,38,13,topic_6,0.099524215
xamdatagrid,0,0,0,3,3,12,16,18,29,12,22,11,10,13,11,15,12,7,3,6,5,7,0,topic_947,0.0068234988
components,61,115,168,227,240,285,254,250,244,247,254,239,216,216,219,407,527,677,617,623,663,619,203,topic_992,0.2527223
legend-properties,0,0,0,3,1,0,3,2,6,14,12,7,11,15,17,18,27,17,26,15,17,29,11,topic_741,0.0066287625
android-anr-dialog,0,1,0,0,1,6,9,18,9,26,16,13,16,20,15,23,16,25,28,25,18,10,5,topic_622,0.0066702846
class-diagram,4,12,15,26,25,42,44,46,44,80,71,91,46,54,58,86,59,70,45,51,44,58,14,topic_879,0.042015173
jqgrid,2,31,168,289,532,774,897,1018,945,1016,790,663,692,608,498,523,319,273,266,171,149,105,39,topic_806,0.34782186
android-architecture-navigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,158,210,58,topic_730,0.055833332
mib,3,2,3,3,9,12,10,23,21,17,22,14,25,21,16,11,17,12,14,10,16,23,1,topic_747,0.024459844
countdowntimer,0,0,0,1,1,4,9,49,61,84,81,121,102,95,117,99,89,99,71,72,83,77,25,topic_341,0.17321914
swingworker,1,10,10,25,25,32,50,76,74,59,91,87,78,47,40,30,25,38,25,10,16,18,1,topic_336,0.015912822
web-hosting,19,29,39,58,65,82,82,95,92,88,121,153,134,164,158,161,159,163,125,126,149,161,70,topic_666,0.109961994
jquery-select2-4,0,0,0,0,0,0,0,0,0,1,0,0,0,62,100,69,64,45,29,19,23,26,7,topic_26,0.016220002
jmeter,4,8,26,31,92,103,132,194,312,342,430,536,680,700,803,980,961,1176,1206,1176,1096,1082,360,topic_510,0.47119725
master-pages,60,159,166,195,226,229,227,172,189,202,164,163,121,100,62,74,51,64,47,27,33,30,17,topic_9,0.2200619
jupyter,0,0,0,0,0,0,0,4,0,1,2,5,0,59,262,420,393,410,454,428,502,666,231,topic_363,0.07663693
voyager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,49,44,70,28,topic_187,0.020960366
min,4,1,6,8,17,37,49,77,87,114,131,163,137,158,134,137,124,146,141,124,124,128,31,topic_664,0.08143143
mix,0,1,0,0,1,0,0,1,0,1,5,10,16,13,28,32,31,65,37,47,43,39,12,topic_747,0.030737871
timeserieschart,0,0,0,0,0,3,0,5,9,6,6,9,12,15,19,22,25,30,25,24,30,22,12,topic_899,0.008917916
redirect,72,220,421,590,778,1225,1433,1867,2021,2039,2348,2659,2422,2465,2171,2272,1932,1957,1709,1231,1139,1182,453,topic_383,0.77589417
game-physics,0,0,6,15,35,66,74,90,151,189,175,275,217,229,169,188,188,152,129,160,153,164,61,topic_473,0.26780072
android-sharedpreferences,0,0,1,0,0,1,2,1,5,1,2,1,6,0,61,104,106,98,76,66,13,0,0,topic_129,0.025830258
android-homebutton,0,0,0,2,9,21,21,21,32,11,32,39,27,24,14,27,7,13,9,7,7,6,2,topic_757,0.011628737
angular-pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,29,59,100,84,97,64,11,topic_666,0.019844426
software-design,7,10,19,19,23,54,54,65,42,45,47,59,50,70,68,64,59,89,104,103,122,116,50,topic_486,0.05664784
autoresize,0,3,12,25,30,37,43,33,61,60,35,45,38,40,24,18,29,15,22,21,13,19,8,topic_859,0.121577
twitter-typeahead,0,0,0,0,0,0,0,0,0,1,12,66,35,42,36,35,14,17,12,6,6,6,2,topic_888,0.0074871927
monads,7,14,22,47,79,101,135,133,127,131,183,205,182,184,193,185,162,185,134,143,110,127,48,topic_584,0.025904175
screen-capture,1,11,9,20,29,35,38,37,42,50,47,35,30,26,33,29,23,30,22,28,28,27,12,topic_591,0.06804828
observer-pattern,7,29,36,44,94,124,129,104,85,98,80,79,62,88,66,92,65,64,58,55,48,55,12,topic_314,0.06798388
autobahn,0,0,0,0,0,0,0,1,11,25,31,46,51,66,42,40,33,33,34,20,17,16,4,topic_283,0.03364932
weblogic-10.x,0,1,26,41,45,56,58,73,75,67,70,68,61,62,45,37,35,20,23,11,17,21,8,topic_146,0.018202072
rxjs5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,334,367,248,239,70,33,8,topic_920,0.06397873
rxjs6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,397,268,55,topic_562,0.03697617
geometry,71,125,190,268,350,415,401,527,588,712,678,769,628,573,549,525,449,524,417,399,412,404,125,topic_676,0.53480977
static-assert,1,3,3,1,4,12,9,12,9,25,17,28,24,23,23,19,16,24,26,14,18,20,6,topic_456,0.046892654
bootstrap-4,0,0,0,0,0,0,0,2,1,4,10,6,2,1,39,89,170,614,1888,3325,3452,3769,1342,topic_233,0.80075127
dagger-2,0,0,0,0,0,0,0,0,0,0,0,0,5,97,154,194,232,284,392,320,344,310,95,topic_152,0.14622955
amazon-ec2,23,78,74,147,207,496,492,741,844,949,1232,1452,1282,1474,1547,1897,1909,2137,2076,1912,1867,1909,619,topic_514,0.6903226
qemu,3,3,4,19,12,29,26,42,45,55,98,90,52,80,92,84,83,113,109,101,108,107,49,topic_882,0.07669115
project,11,55,71,149,131,219,198,206,253,298,273,268,227,167,137,159,121,121,123,148,166,180,58,topic_213,0.39156878
uniqueidentifier,8,32,42,51,42,68,82,91,80,110,94,88,70,66,62,62,51,53,34,50,56,33,10,topic_983,0.01434287
papaparse,0,0,0,0,0,0,0,0,0,0,0,0,7,26,27,25,26,25,25,20,24,33,11,topic_268,0.0261915
pivot-table,10,20,29,36,31,37,48,85,136,155,241,251,264,308,389,396,415,376,397,453,446,482,158,topic_224,0.24823138
azure-cloud-services,0,0,0,0,1,1,0,0,4,3,4,51,76,113,147,124,96,72,54,39,65,34,10,topic_626,0.033786867
azure-eventhub,0,0,0,0,0,0,0,0,0,0,0,0,14,32,57,72,68,89,85,100,128,137,85,topic_169,0.009836702
sas-macro,0,5,7,1,0,5,6,6,10,26,30,30,59,81,71,53,67,78,75,89,57,55,16,topic_99,0.04434853
delayed-job,0,0,21,47,92,120,131,140,131,135,116,86,99,70,68,68,59,57,36,27,30,23,10,topic_941,0.08838684
teechart,2,4,1,3,2,6,9,50,74,91,103,51,56,62,54,39,19,29,29,22,27,20,15,topic_313,0.009293431
springfox,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,45,42,56,41,58,76,73,26,topic_413,0.035210162
pyzmq,0,0,0,0,0,0,1,17,19,15,29,44,35,24,29,20,24,28,31,34,31,39,10,topic_733,0.0035383347
greedy,1,4,4,4,11,22,18,22,37,33,36,43,48,36,55,44,49,42,39,41,45,53,6,topic_895,0.009704082
servicebus,2,5,9,10,7,17,19,38,52,72,55,75,64,67,40,64,40,49,39,49,44,41,7,topic_169,0.009813879
libusb,1,4,2,5,11,23,25,26,38,59,56,48,41,41,51,40,36,46,37,25,43,41,10,topic_240,0.038751584
formidable,0,0,0,0,0,0,1,1,17,16,3,25,27,17,15,13,24,17,26,18,32,28,12,topic_398,0.0130805345
amazon-ebs,1,7,4,12,16,34,15,25,34,11,16,12,14,17,13,11,28,24,19,13,13,15,4,topic_131,0.029075036
mechanicalturk,3,5,1,6,16,14,10,21,23,27,21,28,39,46,32,35,15,17,15,15,21,24,10,topic_570,0.05615247
mail-server,5,5,7,17,17,29,26,31,30,21,40,24,25,20,26,28,26,23,24,21,31,21,11,topic_187,0.047923017
webbrowser-control,19,96,132,171,154,225,203,249,259,289,404,362,233,234,224,224,186,183,162,126,144,132,47,topic_932,0.431827
complex-event-processing,0,2,2,0,6,6,8,12,28,30,26,39,35,25,54,63,54,42,35,46,35,23,9,topic_927,0.012512784
sections,0,0,0,0,1,17,16,11,24,29,29,43,42,29,16,40,29,28,31,37,33,27,11,topic_773,0.012327279
daemon,17,35,50,81,87,122,144,144,137,146,143,171,125,124,123,111,102,101,88,97,67,100,18,topic_40,0.079472914
navigationbar,0,0,1,6,9,16,28,36,41,42,117,97,102,115,89,138,110,116,117,98,108,81,33,topic_481,0.014501047
pywinauto,0,1,0,2,0,5,6,6,12,11,8,12,11,13,27,28,37,64,53,65,75,76,31,topic_354,0.027434982
chromecast,0,0,0,0,0,0,0,0,0,0,155,375,242,183,147,110,133,124,91,93,71,108,25,topic_476,0.07306008
subdomain,22,61,99,105,150,244,273,307,364,325,345,333,299,290,260,250,236,226,184,171,194,223,76,topic_387,0.3326722
foreground-service,0,0,0,0,0,0,0,1,0,0,1,2,12,5,10,8,12,12,27,31,79,88,33,topic_212,0.021137124
glibc,7,17,15,40,34,62,55,122,95,93,100,86,75,98,79,94,101,90,82,74,88,85,29,topic_854,0.026458405
q-learning,0,0,0,0,0,0,3,0,3,2,3,9,5,7,12,24,25,27,25,42,33,53,15,topic_702,0.011140855
framebuffer,4,1,12,24,15,39,38,56,59,70,83,79,57,67,45,44,45,37,36,52,44,41,14,topic_833,0.06112282
angular-ngmodel,0,0,0,0,0,0,0,0,3,1,2,97,154,165,197,184,178,124,102,65,76,60,12,topic_438,0.067160286
yahoo-api,2,2,5,8,10,22,34,54,48,46,54,54,35,62,36,58,42,52,42,15,19,22,2,topic_105,0.014119357
amazon-ecs,0,0,0,0,0,0,0,0,0,0,0,0,2,11,34,66,138,176,165,218,306,368,147,topic_578,0.030028256
webclient,10,41,79,87,121,146,174,194,186,240,210,224,180,170,164,151,145,164,148,88,118,141,32,topic_639,0.12785971
spring-oauth2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,76,60,64,48,55,45,58,28,topic_532,0.004840239
android-layout-weight,0,0,0,1,5,6,4,10,11,13,19,30,44,45,36,46,29,28,27,20,13,14,1,topic_737,0.0049928315
depth-first-search,2,4,8,18,17,35,35,67,60,89,109,76,96,97,113,133,97,76,94,93,91,90,24,topic_771,0.19863999
custom-keyboard,0,0,0,0,0,0,1,1,0,1,0,1,122,68,80,71,81,44,36,30,36,39,11,topic_665,0.02919052
google-webmaster-tools,0,1,8,5,14,18,12,24,21,48,55,86,68,79,91,75,60,39,29,28,25,26,7,topic_231,0.059808966
printf,31,60,99,143,169,190,272,318,406,475,581,553,474,563,477,406,382,386,336,294,324,287,78,topic_784,0.23165545
gesture,0,4,9,22,35,76,84,117,122,159,138,152,112,105,103,85,59,58,62,61,66,89,29,topic_881,0.08091787
mms,3,1,13,23,33,44,40,64,39,48,32,28,24,17,22,21,14,15,13,15,24,10,8,topic_737,0.0068667154
odata,0,0,0,52,131,137,154,174,222,336,374,445,440,463,433,415,385,372,314,323,372,428,164,topic_734,0.14251831
numberpicker,0,0,0,0,0,0,0,0,15,25,45,55,37,34,24,17,15,15,11,11,9,14,5,topic_278,0.06572864
propel,7,14,33,36,58,91,108,99,131,103,88,53,71,67,49,52,33,17,16,5,14,4,3,topic_592,0.20333274
plotly-dash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,88,188,310,127,topic_287,0.04860474
merge-conflict-resolution,3,0,1,0,6,9,8,31,18,20,27,40,27,30,30,42,43,44,34,29,41,42,11,topic_735,0.055794895
autoload,2,8,22,32,56,65,66,53,79,91,84,116,87,85,78,73,71,71,72,62,56,51,18,topic_767,0.0899406
placeholder,2,6,11,18,31,66,78,74,106,126,124,123,119,122,79,103,76,87,82,75,92,70,30,topic_563,0.09602311
mod-perl,6,25,24,15,22,16,29,25,21,28,21,20,27,6,18,6,11,11,9,1,7,2,0,topic_314,0.014948655
header-files,8,18,43,74,58,106,87,186,163,208,186,202,162,157,166,140,134,131,128,120,106,96,40,topic_166,0.123000845
orchardcms-1.6,0,0,0,0,0,0,0,0,8,169,98,19,9,4,3,0,4,1,3,0,0,0,0,topic_474,0.029064909
moodle,2,8,6,16,11,33,38,83,69,90,113,179,173,197,219,190,165,167,114,80,138,106,47,topic_752,0.11236575
registry,81,125,201,253,241,318,330,322,376,379,387,350,350,326,282,293,266,268,264,221,275,240,74,topic_631,0.22168735
jython,40,36,67,78,83,122,121,163,142,175,189,144,161,174,129,118,109,119,78,77,92,102,32,topic_354,0.12983172
siddhi,0,0,0,0,0,0,0,0,0,5,6,10,13,10,21,37,37,24,18,51,28,40,23,topic_375,0.024269251
priority-queue,2,20,23,31,48,66,64,69,103,136,115,125,116,109,133,122,122,104,105,113,91,95,31,topic_814,0.12646829
httplib,0,1,4,11,10,10,24,20,28,30,28,23,23,17,20,21,16,7,8,5,7,3,2,topic_682,0.0134058595
boost-interprocess,0,1,3,13,8,8,16,23,24,28,20,17,16,22,16,16,4,11,18,17,18,14,5,topic_930,0.014732185
bing-maps,0,3,31,50,82,140,154,200,191,193,152,160,166,134,138,111,115,117,114,52,67,57,24,topic_932,0.23719938
shapeless,0,0,0,1,0,1,0,2,16,12,40,53,88,50,103,91,93,94,68,50,51,45,14,topic_874,0.009397152
objective-c-runtime,1,5,11,21,14,27,40,36,42,55,49,69,40,48,20,17,19,21,15,12,7,10,2,topic_758,0.0019037987
mp4,1,10,16,29,45,64,93,125,145,163,151,138,147,156,157,140,109,120,105,116,139,149,46,topic_290,0.0721076
mp3,45,71,105,139,198,259,225,261,269,264,275,262,195,205,209,186,123,138,131,87,119,142,39,topic_335,0.23062073
mahout,0,0,4,8,13,23,64,98,126,162,113,152,130,99,57,39,24,20,17,11,12,7,0,topic_727,0.07509755
r-grid,0,0,0,1,5,7,4,8,9,14,17,20,28,21,24,24,17,24,21,17,20,10,5,topic_858,0.016983775
uitextfield,4,28,95,170,204,376,401,495,499,525,564,523,461,441,522,474,391,350,344,323,279,252,53,topic_618,0.15361345
cells,3,4,3,12,8,22,28,43,50,54,67,53,54,82,67,65,48,68,60,50,11,0,0,topic_763,0.061842874
gtktreeview,0,3,2,18,24,22,17,21,27,18,5,7,9,1,2,2,3,4,5,6,2,8,0,topic_228,0.020670505
minikube,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78,143,149,199,211,91,topic_679,0.027541641
passbook,0,0,0,0,0,0,0,0,80,111,38,36,28,32,25,24,16,22,11,10,8,7,2,topic_681,0.009582257
pull-request,0,0,0,0,3,13,13,27,21,40,52,48,59,54,73,98,105,99,99,102,102,132,45,topic_352,0.110177405
forever,0,0,0,0,0,0,1,5,12,42,43,54,60,65,62,46,41,34,26,29,26,24,5,topic_925,0.016849946
hiveql,0,0,0,0,0,1,0,0,38,57,68,120,118,156,210,221,268,360,356,377,408,453,154,topic_937,0.1880983
snakeyaml,0,1,0,2,4,7,5,9,8,6,10,12,15,17,11,16,18,10,10,20,27,24,10,topic_829,0.0043376405
pushstate,0,0,0,0,4,21,35,58,59,59,57,53,39,38,30,39,23,20,17,9,15,14,2,topic_17,0.017697247
jax-rs,3,8,19,48,86,168,167,278,311,375,445,395,500,558,514,556,410,423,357,376,377,322,93,topic_272,0.32269418
laravel-routing,0,0,0,0,0,0,0,0,4,17,73,121,308,275,256,249,173,75,58,67,84,67,15,topic_24,0.061737522
axes,1,1,3,6,7,20,22,25,43,44,38,52,65,58,43,50,49,46,43,42,39,46,14,topic_363,0.015039398
enterprise-guide,0,0,1,1,0,2,1,3,3,7,11,14,14,29,19,36,20,34,25,25,16,23,12,topic_254,0.015139691
ios-frameworks,0,0,0,0,1,29,16,4,17,15,10,16,27,54,49,50,54,27,24,19,29,27,8,topic_315,0.023716012
agda,0,1,0,2,2,0,1,18,15,9,24,65,43,56,40,49,20,42,41,34,34,50,11,topic_283,0.039945003
jtableheader,0,0,1,0,4,7,16,18,28,14,26,21,16,13,8,7,7,1,2,4,1,4,0,topic_902,0.0017548965
moq,14,56,140,127,146,165,211,218,218,216,220,285,212,198,237,254,245,237,185,244,232,245,84,topic_420,0.28347883
amazon-emr,0,0,0,3,2,10,11,38,38,36,40,37,46,52,73,81,133,158,135,182,291,350,124,topic_665,0.08681459
relation,0,5,7,11,13,26,41,35,46,85,67,82,83,92,81,80,56,57,58,57,66,70,17,topic_965,0.038071495
django-queryset,1,20,53,84,92,163,166,155,161,196,234,224,187,257,283,227,235,255,264,350,318,323,84,topic_838,0.076718494
video-encoding,1,5,14,29,55,69,76,79,31,40,47,42,35,24,27,36,33,31,39,31,34,24,12,topic_290,0.024728717
custom-renderer,1,0,0,1,0,1,3,2,0,3,4,1,9,10,6,13,20,42,39,41,38,31,10,topic_505,0.010055117
jeditable,3,8,25,32,27,47,61,45,78,47,31,21,12,19,14,14,11,11,4,1,2,3,0,topic_353,0.05523727
