topic_0
okhttp: 0.13566826283931732; 
 reentrantlock: 3.328302355942725e-10; 
 infovis: 2.5107354888719013e-13; 
 altair: 1.1947002631976233e-13; 
 parallel-coordinates: 6.671157631301869e-14; 
 chord-diagram: 3.4890720277151385e-14; 
 transfer-encoding: 3.250832491651784e-14; 
 fisheye: 1.8688867185583102e-14; 
 laravel-excel: 5.286815856110497e-15; 
 mayavi: 7.135874062769176e-16; 
 topic_925
npm: 0.9002447724342346; 
 package.json: 0.04851191118359566; 
 forever: 0.01865842565894127; 
 semantic-versioning: 0.011616898700594902; 
 npm-start: 0.007041528355330229; 
 request-promise: 0.0070415278896689415; 
 javascript-automation: 0.0064545185305178165; 
 npm-publish: 0.00040446294588036835; 
 node.js: 1.5693269233452156e-05; 
 npm-install: 5.8656346482166555e-06; 
 npm-scripts: 4.2323576963099185e-06; 
 node-modules: 1.7330954449334968e-07; 
 npm-request: 4.053938518211453e-09; 
 node-sass: 1.46699902225933e-10; 
 node-gyp: 9.801317396584963e-11; 
 babel: 4.422271143028622e-12; 
 nodemon: 3.675536871389218e-12; 
 yo: 1.4666039650085283e-12; 
 node-fibers: 4.700965094625587e-13; 
 lite-server: 3.691010442164605e-13; 
 topic_926
ienumerable: 0.6512977480888367; 
 anonymous-types: 0.19933265447616577; 
 yield-return: 0.058065250515937805; 
 redirectstandardoutput: 0.035749878734350204; 
 .net-core-2.2: 0.03314988687634468; 
 acrobat-sdk: 0.022099925205111504; 
 ilist: 0.00029195420211181045; 
 ienumerator: 1.2490833796618972e-05; 
 iequalitycomparer: 2.0054703497862647e-07; 
 extension-methods: 5.4921756031944824e-08; 
 tolist: 6.172545807814345e-10; 
 xelement: 5.39539080079976e-10; 
 ef-fluent-api: 1.80436943164608e-10; 
 generic-list: 1.2286786865711719e-10; 
 r.net: 6.554059378549582e-11; 
 console.writeline: 3.8579747035916157e-11; 
 object-initializers: 5.342486503645723e-14; 
 deferred-execution: 3.5789323978366316e-14; 
 icomparer: 3.13374780497918e-14; 
 stringio: 1.5336019401016726e-14; 
 topic_927
sonarqube: 0.3961775600910187; 
 mapping: 0.29497501254081726; 
 sonarqube-scan: 0.04458778724074364; 
 sonar-runner: 0.03570375218987465; 
 consul: 0.03331511840224266; 
 blazor: 0.02401203103363514; 
 lazy-initialization: 0.023844407871365547; 
 oracle-apex-5: 0.023693783208727837; 
 sonarlint: 0.01877380535006523; 
 peoplesoft: 0.01730710081756115; 
 x-frame-options: 0.01479275245219469; 
 mediator: 0.011868203058838844; 
 spring-cloud-contract: 0.010015402920544147; 
 systemctl: 0.009583752602338791; 
 spring-camel: 0.009406186640262604; 
 securestring: 0.007668763864785433; 
 build-script: 0.007249705959111452; 
 blazor-server-side: 0.005992531310766935; 
 sonarqube-5.0: 0.0055315676145255566; 
 expression-blend-4: 0.004691619426012039; 
 topic_928
batch-processing: 0.4956277310848236; 
 cpan: 0.17008177936077118; 
 mgo: 0.09196901321411133; 
 doctrine-odm: 0.0750674232840538; 
 render-to-texture: 0.04674584046006203; 
 dbgrid: 0.033955447375774384; 
 tizen-native-app: 0.02607720158994198; 
 multisampling: 0.020708255469799042; 
 fosoauthserverbundle: 0.01994692161679268; 
 textpad: 0.019794655963778496; 
 strawberry-perl: 7.1238250711758155e-06; 
 tizen-wearable-sdk: 6.842537914053537e-06; 
 activestate: 4.638522113964427e-06; 
 odm: 4.3720715439121705e-06; 
 fbo: 2.7244673219684046e-06; 
 activeperl: 2.14925277575162e-09; 
 antialiasing: 1.45569578613447e-09; 
 bioperl: 7.412209734880548e-11; 
 perlbrew: 4.793676566805516e-11; 
 tdbgrid: 2.4343476887067617e-11; 
 topic_929
singleton: 0.5149503946304321; 
 powerquery: 0.10772349685430527; 
 camera-calibration: 0.06681230664253235; 
 hough-transform: 0.043215062469244; 
 matlab-cvst: 0.04216784983873367; 
 m: 0.03316180035471916; 
 fractals: 0.031905144453048706; 
 stereo-3d: 0.029810715466737747; 
 roi: 0.02401612512767315; 
 distortion: 0.020036710426211357; 
 template-matching: 0.01871015690267086; 
 mixing: 0.015568592585623264; 
 casablanca: 0.012425999157130718; 
 procedural: 0.011658991686999798; 
 stereoscopy: 0.010332519188523293; 
 bresenham: 0.009843818843364716; 
 eye-tracking: 0.007609760854393244; 
 disparity-mapping: 2.1392010239651427e-05; 
 powerbi: 1.8719696527114138e-05; 
 fisheye: 5.298300038703019e-06; 
 topic_930
operator-keyword: 0.3329561948776245; 
 boost-spirit: 0.18675173819065094; 
 boost-thread: 0.13109584152698517; 
 memory-mapped-files: 0.113555908203125; 
 boost-spirit-qi: 0.09193341434001923; 
 squeak: 0.057115763425827026; 
 boost-interprocess: 0.0480835922062397; 
 boost-iostreams: 0.021924909204244614; 
 rfc822: 0.016481483355164528; 
 visualworks: 8.867493306752294e-05; 
 smalltalk: 6.974690222705249e-06; 
 memory-mapping: 3.7123456877452554e-06; 
 boost-phoenix: 1.730386770759651e-06; 
 associativity: 1.611040634230676e-09; 
 boost-spirit-x3: 6.69378941164922e-10; 
 pharo: 1.4621186206209558e-10; 
 ternary: 9.043594866031679e-12; 
 boost-fusion: 2.4527988147504676e-12; 
 operand: 1.0089566985713172e-12; 
 ramdisk: 9.721690547850534e-14; 
 topic_931
oauth: 0.7855662703514099; 
 oracle-apex: 0.1591538041830063; 
 hololens: 0.030975932255387306; 
 conduit: 0.010386575944721699; 
 alasql: 0.009099642746150494; 
 mrtk: 0.00477966945618391; 
 oracle-apex-5.1: 2.2845217245048843e-05; 
 oracle-apex-5: 1.5224621165543795e-05; 
 oracle-xe: 1.769109338189967e-11; 
 access-token: 9.728092463523463e-12; 
 haskell-pipes: 7.644198642131617e-12; 
 dotnetopenauth: 5.59193186547291e-12; 
 oauth-provider: 5.039780658772086e-12; 
 xauth: 8.137877307787256e-13; 
 refresh-token: 5.987826337192081e-13; 
 oauth-1.0a: 5.724286604620599e-14; 
 anychart: 5.478686013432425e-14; 
 fitbit: 8.786399816810946e-15; 
 satellizer: 4.686566805071684e-15; 
 windows-live: 2.7720817618638333e-15; 
 topic_932
winjs: 0.5954304933547974; 
 docking: 0.08892793208360672; 
 commandlink: 0.07416518777608871; 
 heading: 0.07240772247314453; 
 prototyping: 0.05026361346244812; 
 borderless: 0.04288224130868912; 
 signaturepad: 0.03901581093668938; 
 tracelistener: 0.03690684959292412; 
 appx: 1.3107124630096223e-07; 
 appbar: 8.54632844493608e-08; 
 storagefile: 8.765428487211846e-12; 
 wireframe: 5.635138623089064e-12; 
 windows-8.1-universal: 3.181953832365192e-12; 
 mockups: 5.780570249899752e-13; 
 flyout: 4.865680883377188e-13; 
 framerjs: 3.738996417167184e-13; 
 console.writeline: 1.3481978120705174e-13; 
 projector: 3.0120515321285443e-14; 
 c++-winrt: 2.654770663284428e-14; 
 multi-device-hybrid-apps: 1.891231955926647e-14; 
 topic_933
scrollbar: 0.2469891905784607; 
 panel: 0.16339580714702606; 
 simulation: 0.15360644459724426; 
 frequency: 0.09942910075187683; 
 analysis: 0.0776909813284874; 
 data-cleaning: 0.06267105042934418; 
 montecarlo: 0.038437601178884506; 
 markov-chains: 0.021066298708319664; 
 strsplit: 0.02077838033437729; 
 tabpanel: 0.02005857229232788; 
 fixed-width: 0.017995132133364677; 
 panel-data: 0.0175632331520319; 
 gpx: 0.013820257037878036; 
 plm: 0.012524612247943878; 
 dynamic-languages: 0.007725910283625126; 
 som: 0.007581949234008789; 
 officer: 0.006958117708563805; 
 autoregressive-models: 0.006332766264677048; 
 self-organizing-maps: 0.005374545697122812; 
 data-processing: 1.2681172778528094e-10; 
 topic_934
accordion: 0.4759350121021271; 
 flexslider: 0.1497519463300705; 
 x-editable: 0.0997452512383461; 
 jcarousel: 0.07749026268720627; 
 requiredfieldvalidator: 0.06502211093902588; 
 adobe-edge: 0.03794073686003685; 
 multifile-uploader: 0.03351655229926109; 
 yadcf: 0.03163962438702583; 
 popcornjs: 0.01474728249013424; 
 three-tier: 0.0142110176384449; 
 jcarousellite: 1.646552618694841e-07; 
 bootstrap-accordion: 4.966702049635785e-10; 
 collapse: 3.264408188208279e-11; 
 jquery-ui-accordion: 1.9867493067371456e-12; 
 toggleclass: 9.182403643871739e-14; 
 inline-editing: 4.496268402086681e-14; 
 skeleton-css-boilerplate: 3.189488332732554e-14; 
 asyncfileupload: 5.1631655629538406e-15; 
 livequery: 3.844350087155472e-15; 
 supersized: 3.606943269182563e-15; 
 topic_935
apache-flex: 0.6865068078041077; 
 flex4: 0.11213542520999908; 
 flash-builder: 0.0884784534573555; 
 mxml: 0.03186807781457901; 
 flash-cs6: 0.02404923550784588; 
 flex-spark: 0.014930208213627338; 
 itemrenderer: 0.013657747767865658; 
 advanceddatagrid: 0.008567904122173786; 
 e4x: 0.007210482843220234; 
 mxmlc: 0.005853320471942425; 
 dataservice: 0.003364951815456152; 
 osmf: 0.0029407956171780825; 
 flexbuilder: 0.00016701880667824298; 
 flex3: 0.00016483206127304584; 
 flex4.6: 6.713499897159636e-05; 
 flex4.5: 3.635380926425569e-05; 
 actionscript-3: 9.09311040686589e-07; 
 adobe: 2.9147176405786013e-07; 
 flex-mobile: 4.4788706077270035e-09; 
 flash-builder4.5: 3.0411029250387855e-09; 
 topic_936
netty: 0.564106285572052; 
 scaffolding: 0.12204938381910324; 
 emf: 0.05885973572731018; 
 eclipse-emf: 0.044412121176719666; 
 content-assist: 0.03721017763018608; 
 jsse: 0.03707486763596535; 
 controlsfx: 0.033150505274534225; 
 jar-signing: 0.028279734775424004; 
 eclipse-emf-ecore: 0.022731304168701172; 
 todo: 0.022190796211361885; 
 ecore: 0.017454955726861954; 
 springsource: 0.0124540189281106; 
 grpc-java: 2.4984203264466487e-05; 
 asp.net-mvc-scaffolding: 9.973924761652597e-07; 
 ocl: 9.857232896592905e-08; 
 xmi: 1.1161085389232994e-08; 
 jarsigner: 1.4132138792533055e-09; 
 finagle: 1.2311152097765898e-09; 
 reactor-netty: 6.080014824938473e-10; 
 scaffold: 3.881193144650297e-10; 
 topic_937
office365: 0.24841055274009705; 
 sapui5: 0.24025489389896393; 
 internet-explorer-11: 0.1981314867734909; 
 umbraco: 0.17424920201301575; 
 cytoscape.js: 0.03691054880619049; 
 polyfills: 0.02555992640554905; 
 go-templates: 0.015386269427835941; 
 jasmine-node: 0.012706124223768711; 
 beego: 0.01046779751777649; 
 jaydata: 0.010299639776349068; 
 umbraco6: 0.008449910208582878; 
 clientid: 0.007020572200417519; 
 webresource.axd: 0.00617978535592556; 
 x3dom: 0.005969400983303785; 
 office365-apps: 1.6766957742220256e-06; 
 x3d: 1.29308659779781e-06; 
 umbraco7: 8.956591841524641e-07; 
 sap-web-ide: 6.971466603999943e-08; 
 office365-restapi: 1.5986383328225884e-09; 
 office365api: 1.5663336183635579e-09; 
 topic_938
itext: 0.7546957731246948; 
 prefix: 0.09472230821847916; 
 http-status-code-401: 0.07118185609579086; 
 writer: 0.0340028814971447; 
 c1-cms: 0.02335362695157528; 
 xmlworker: 0.012330714613199234; 
 handwriting: 0.009528279304504395; 
 flying-saucer: 0.00010082963126478717; 
 pdfa: 8.372394950129092e-05; 
 pdf-reader: 3.3724378845079173e-09; 
 pdfptable: 1.155182172141167e-09; 
 pdf-form: 3.0730318290039804e-10; 
 suffix: 1.7257434370421265e-10; 
 adobe-reader: 1.7373656333030674e-11; 
 postfix-operator: 2.417209011076893e-12; 
 xfa: 9.331188165900839e-13; 
 tableofcontents: 5.093870204114781e-13; 
 reader: 4.4140415606484795e-13; 
 pdf-parsing: 4.9163225438386346e-14; 
 xmp: 2.9008435600439905e-14; 
 topic_939
sdk: 0.7877421975135803; 
 android-8.0-oreo: 0.0874016061425209; 
 delphi-xe5: 0.053568724542856216; 
 xceed: 0.018106762319803238; 
 headset: 0.015024661086499691; 
 android-push-notification: 0.009773852303624153; 
 native-ads: 0.007706370670348406; 
 xiaomi: 0.007267802953720093; 
 app-startup: 0.007017189636826515; 
 datagridtextcolumn: 0.00639065308496356; 
 android-8.1-oreo: 1.737451782446442e-07; 
 xceed-datagrid: 8.022818520636577e-11; 
 adt: 6.3110051906623e-11; 
 avd: 9.68946017171346e-12; 
 android-9.0-pie: 3.669142246975898e-12; 
 build-tools: 1.805260368276107e-12; 
 background-service: 9.51339376199789e-13; 
 foreground-service: 5.020639394677506e-13; 
 android-7.1-nougat: 2.719131343698056e-13; 
 android-api-levels: 1.192829065773185e-13; 
 topic_940
urllib: 0.21389910578727722; 
 pyspark-sql: 0.1343136578798294; 
 fabric: 0.09767115116119385; 
 python-decorators: 0.09743014723062515; 
 yield: 0.09249027073383331; 
 attributeerror: 0.08286819607019424; 
 python-3.3: 0.08138082176446915; 
 with-statement: 0.05432470887899399; 
 pythonpath: 0.04058416932821274; 
 try-except: 0.03003086894750595; 
 folium: 0.02705611288547516; 
 psutil: 0.01749439723789692; 
 python-webbrowser: 0.013315574266016483; 
 pyc: 0.009986680001020432; 
 wing-ide: 0.0071535794995725155; 
 urllib2: 4.945965201841318e-07; 
 urlopen: 4.869006309249357e-10; 
 urlparse: 2.1463267274590692e-10; 
 sys.path: 2.0629235819580316e-10; 
 python-unittest: 3.091210447336845e-12; 
 topic_941
delayed-job: 0.24369452893733978; 
 rails-routing: 0.1453452706336975; 
 windows-shell: 0.10628567636013031; 
 acts-as-taggable-on: 0.0778079628944397; 
 windows-explorer: 0.07734111696481705; 
 ruby-on-rails-5.2: 0.0756293386220932; 
 named-scope: 0.05244256556034088; 
 mass-assignment: 0.048240937292575836; 
 chartkick: 0.04668477550148964; 
 shell-extensions: 0.041549451649188995; 
 dwm: 0.03610289469361305; 
 mina: 0.024898547679185867; 
 mailboxer: 0.02396485209465027; 
 attr-accessible: 1.2092407814634498e-05; 
 explorer: 1.4562875350065951e-09; 
 tagging: 6.649538697445223e-10; 
 link-to: 5.726487062318597e-10; 
 aero: 4.5172779405966423e-10; 
 rails-activerecord: 3.332417120027742e-10; 
 rails-console: 3.0255639660303757e-10; 
 topic_942
relational-database: 0.698647141456604; 
 string-length: 0.08929004520177841; 
 logarithm: 0.08489678800106049; 
 set-intersection: 0.023866089060902596; 
 3nf: 0.019354091957211494; 
 qmap: 0.01923535391688347; 
 radix: 0.018997883424162865; 
 set-difference: 0.01662314683198929; 
 constant-expression: 0.015435779467225075; 
 return-value-optimization: 0.012942307628691196; 
 relational-algebra: 0.0006257441709749401; 
 database-normalization: 8.368877024622634e-05; 
 functional-dependencies: 1.6459151765957358e-06; 
 bcnf: 2.2512007546993118e-07; 
 copy-elision: 1.119302197594152e-07; 
 natural-join: 1.391643067449877e-08; 
 entity-relationship-model: 1.3802167742049676e-10; 
 qlist: 5.730505046180889e-13; 
 object-oriented-database: 4.667811818494239e-13; 
 cardinality: 1.982040969067747e-13; 
 topic_943
heap: 0.4770066738128662; 
 seam: 0.1390472948551178; 
 generic-programming: 0.11278726160526276; 
 jboss5.x: 0.09185957163572311; 
 icefaces: 0.0810941532254219; 
 jconsole: 0.040929898619651794; 
 java-ee-5: 0.023141011595726013; 
 symmetricds: 0.0224367193877697; 
 stateful-session-bean: 0.011360451579093933; 
 icefaces-3: 0.0003367108874954283; 
 min-heap: 3.247756978908001e-07; 
 ejb-3.0: 3.746733767684418e-08; 
 heapsort: 3.096532452673273e-08; 
 seam3: 1.132094951117324e-08; 
 seam2: 4.20494128405835e-09; 
 binary-heap: 4.679409637553533e-10; 
 jmap: 9.876191531255074e-11; 
 priority-queue: 4.1101750475336374e-11; 
 stateless-session-bean: 2.433267476398271e-11; 
 heap-corruption: 7.661067960573753e-12; 
 topic_944
pandas: 0.9708743691444397; 
 pymysql: 0.014979206956923008; 
 sys: 0.011349503882229328; 
 sigterm: 0.0027969377115368843; 
 datetimeindex: 1.932396465065267e-09; 
 sklearn-pandas: 1.4650209934075065e-09; 
 series: 9.527966193800808e-10; 
 quandl: 6.416025488675814e-10; 
 pandasql: 1.9866441824945014e-10; 
 tqdm: 6.319769469027847e-13; 
 string-to-datetime: 1.0273136779193753e-13; 
 rolling-computation: 5.425315060348995e-15; 
 stringio: 1.8442660118804695e-15; 
 activestate: 6.527918811855362e-16; 
 loc: 2.369973834220299e-16; 
 fuzzywuzzy: 2.3304240130284234e-16; 
 reindex: 1.1545845223530284e-16; 
 ta-lib: 1.0987929105720008e-16; 
 topic_945
sap: 0.40875065326690674; 
 abap: 0.17038226127624512; 
 tk: 0.14468848705291748; 
 hana: 0.10110761970281601; 
 condition-variable: 0.0372900664806366; 
 ckfinder: 0.027664342895150185; 
 gwtp: 0.02666996791958809; 
 tclientdataset: 0.020615611225366592; 
 do-loops: 0.020388267934322357; 
 sapb1: 0.01834186166524887; 
 docker-build: 0.01576286181807518; 
 xs: 0.008337209932506084; 
 bapi: 7.379344424407464e-07; 
 jco: 1.966797569252776e-08; 
 saprfc: 1.1071308314569706e-08; 
 gwt-platform: 4.38318359385903e-09; 
 sap-cloud-platform: 2.720412117795945e-09; 
 activestate: 2.65088284656656e-09; 
 netweaver: 2.187215075721838e-09; 
 dataservice: 1.3235009754808402e-09; 
 topic_946
triggers: 0.9749695658683777; 
 dml: 0.025030408054590225; 
 heidisql: 2.652195141023689e-13; 
 database-trigger: 1.3619551179119144e-13; 
 apex: 3.261213960387393e-16; 
 last-insert-id: 1.882599149652953e-16; 
 eventtrigger: 1.1708397463553285e-16; 
 mysql-workbench: 1.1109388998144844e-16; 
 topic_947
raspberry-pi: 0.599397599697113; 
 raspbian: 0.12204409390687943; 
 gitignore: 0.10573497414588928; 
 jasperserver: 0.0517326220870018; 
 python-pptx: 0.0157106202095747; 
 subform: 0.015112120658159256; 
 ulimit: 0.01421437133103609; 
 multivalue: 0.013516121543943882; 
 libtiff: 0.013067246414721012; 
 mpeg-4: 0.011420728638768196; 
 xamdatagrid: 0.010723095387220383; 
 802.11: 0.010373932309448719; 
 libtiff.net: 0.00638396805152297; 
 ipopt: 0.005481265019625425; 
 xval: 0.005087248515337706; 
 wiringpi: 3.027012196454848e-09; 
 windows-10-iot-core: 6.628665498442654e-12; 
 windows-iot-core-10: 4.875383517038978e-12; 
 mplayer: 3.536127770806252e-12; 
 kodi: 3.4001477848544237e-12; 
 topic_948
multithreading: 0.9789842367172241; 
 cpu-usage: 0.019260648638010025; 
 sta: 0.0017522830748930573; 
 safearray: 2.8004283194604795e-06; 
 runnable: 3.8191547147015115e-10; 
 eventlet: 2.3309295466011903e-11; 
 interlocked: 7.719288749874487e-12; 
 omnithreadlibrary: 6.730763515983007e-12; 
 reentrantlock: 5.32557851984361e-12; 
 concurrentdictionary: 3.598183816871936e-12; 
 volatile: 2.8662283050456816e-12; 
 countdownlatch: 7.951361465953488e-13; 
 gil: 5.028498776225854e-13; 
 interrupted-exception: 4.823710875179188e-13; 
 thread-local: 3.1121126183898673e-13; 
 shutdown: 9.302016893298487e-14; 
 condition-variable: 5.967452823118363e-14; 
 context-switch: 5.470267861189433e-14; 
 blockingcollection: 3.466187230359401e-14; 
 memory-fences: 2.420743422067769e-14; 
 topic_949
redundancy: 0.1859443336725235; 
 mbeans: 0.16007806360721588; 
 palette: 0.13079549372196198; 
 dbeaver: 0.1234748438000679; 
 snowflake-datawarehouse: 0.10932160913944244; 
 snowflake: 0.10248900949954987; 
 key-events: 0.10151291638612747; 
 realm-list: 0.08638358861207962; 
 color-palette: 7.193793294391071e-08; 
 database-metadata: 1.1936231558706822e-08; 
 tomcat8.5: 3.3077082739474406e-11; 
 jconsole: 1.1227952595449509e-11; 
 coding-efficiency: 4.815057857640581e-13; 
 ssrs-2017: 2.891427264175954e-14; 
 mnemonics: 2.741544275939537e-14; 
 ico: 2.0239898014420658e-14; 
 poi-hssf: 1.4139107636437775e-14; 
 android-input-method: 1.164623715662564e-14; 
 druid: 6.090927526345054e-15; 
 spring-jmx: 5.821842099661308e-15; 
 topic_950
spring-data-jpa: 0.7822863459587097; 
 jpa-2.0: 0.20890596508979797; 
 criteriaquery: 0.008803180418908596; 
 jpql: 4.242961495037889e-06; 
 nativequery: 1.313788686729822e-07; 
 querydsl: 4.6509409656891876e-08; 
 named-query: 5.225084948046188e-11; 
 eclipselink: 6.470473028902246e-12; 
 hibernate-onetomany: 1.4078606444707653e-13; 
 spring-java-config: 4.2400744780469665e-14; 
 jpa-2.1: 3.085748141924173e-14; 
 spring-orm: 3.06176355698972e-14; 
 junit5: 1.969990604021657e-14; 
 spring-transactions: 1.621771632460446e-14; 
 jta: 7.283843836511806e-15; 
 single-table-inheritance: 5.656548278685841e-15; 
 hikaricp: 2.5310343962836254e-15; 
 embeddable: 4.269330868990188e-16; 
 hibernate-5.x: 4.1782692685066343e-16; 
 ejb-3.0: 4.163557365004011e-16; 
 topic_951
wix: 0.2948773205280304; 
 web-crawler: 0.25221946835517883; 
 windows-installer: 0.24327275156974792; 
 urllib2: 0.09465105086565018; 
 custom-action: 0.0307940486818552; 
 wix3.7: 0.013354873284697533; 
 qtwebengine: 0.01111783180385828; 
 rar: 0.010502384975552559; 
 vendor: 0.010275487788021564; 
 wix3.8: 0.00875199306756258; 
 reason: 0.007908985018730164; 
 micropython: 0.007270286791026592; 
 trial: 0.006158808711916208; 
 kodi: 0.004615000914782286; 
 bucklescript: 0.004213922191411257; 
 burn: 6.218559974513482e-06; 
 wix3.5: 4.600893589667976e-06; 
 wix3.6: 1.5298301150323823e-06; 
 wix3.9: 1.0401250847280608e-06; 
 bootstrapper: 8.828623663248436e-07; 
 topic_952
navbar: 0.7819893956184387; 
 xargs: 0.17554479837417603; 
 containable: 0.022180065512657166; 
 right-align: 0.02028433419764042; 
 ls: 1.4329876876217895e-06; 
 collapse: 6.11763306679336e-09; 
 affix: 1.4203811460333782e-09; 
 scrollspy: 3.421856131780032e-10; 
 graphical-logo: 4.4271756399760775e-12; 
 bootstrap-carousel: 1.666324413521214e-12; 
 contextual-action-bar: 1.1349459783441262e-12; 
 getuikit: 2.9223669382842654e-13; 
 cp: 6.97261191384517e-14; 
 popper.js: 4.6072537739126965e-14; 
 bootswatch: 8.059047542805994e-15; 
 gnu-parallel: 1.9965763000821856e-15; 
 spacing: 7.767239186762731e-16; 
 superfish: 4.515465937968079e-16; 
 topic_953
decorator: 0.34640058875083923; 
 tornado: 0.3352484703063965; 
 python-2.6: 0.12482552230358124; 
 descriptor: 0.040499817579984665; 
 ankhsvn: 0.038152001798152924; 
 coverage.py: 0.027195528149604797; 
 quotation-marks: 0.01741296425461769; 
 cprofile: 0.01721731387078762; 
 visa: 0.01486949622631073; 
 data-generation: 0.013304287567734718; 
 multiple-users: 0.013206461444497108; 
 svn2git: 0.011641226708889008; 
 python-decorators: 2.6236597477691248e-05; 
 python-unittest: 1.045047937076049e-09; 
 functools: 1.290344892566908e-12; 
 keypoint: 7.721884655136069e-13; 
 nosetests: 3.738104931930858e-13; 
 proxy-pattern: 6.117276010828704e-14; 
 python-2.5: 4.217187986625334e-14; 
 presenter: 3.722092485570691e-14; 
 topic_954
nativescript: 0.6340009570121765; 
 angular2-nativescript: 0.1351931393146515; 
 bearer-token: 0.07629947364330292; 
 nativescript-angular: 0.0678350031375885; 
 nativescript-vue: 0.0422031469643116; 
 nativescript-telerik-ui: 0.02360515110194683; 
 nativescript-plugin: 0.020863138139247894; 
 tns: 3.227293987606572e-08; 
 telerik-appbuilder: 2.4497770478859593e-10; 
 intune: 2.758627202538444e-13; 
 tabview: 2.4284305848772808e-14; 
 airprint: 1.5385309942283348e-14; 
 router-outlet: 1.3164645358532644e-14; 
 angular4-httpclient: 2.984453885805931e-15; 
 angular8: 1.1008463698990514e-15; 
 activity-indicator: 2.9942310282974097e-16; 
 local-files: 2.063721792951116e-16; 
 absolutelayout: 1.0848919087674757e-16; 
 topic_955
redis: 0.7660654187202454; 
 node-modules: 0.13526959717273712; 
 stackexchange.redis: 0.03212771192193031; 
 docker-for-windows: 0.030275970697402954; 
 fakeiteasy: 0.0123603455722332; 
 docker-desktop: 0.007406951859593391; 
 should.js: 0.0061687505804002285; 
 web-chat: 0.005462629720568657; 
 lite-server: 0.004860821180045605; 
 redis-cluster: 1.3395831501838984e-06; 
 azure-redis-cache: 4.4328166382001655e-07; 
 predis: 1.947912942057428e-08; 
 hiredis: 3.03085667674452e-09; 
 redis-cli: 3.72885722299543e-10; 
 kue: 3.5148756127867387e-10; 
 phpredis: 2.719752201230108e-10; 
 redis-sentinel: 2.068752946726704e-10; 
 lettuce: 1.0666279665061396e-10; 
 servicestack.redis: 5.834446814567684e-11; 
 redis-py: 5.358860924453701e-11; 
 topic_956
cordova: 0.9826189875602722; 
 ng-file-upload: 0.008314061909914017; 
 angular-formly: 0.00604055542498827; 
 angular-file-upload: 0.0030202779453247786; 
 cordova-plugins: 5.790765044366708e-06; 
 ngcordova: 3.201455456292024e-07; 
 childbrowser: 2.1813368888956575e-09; 
 cordova-3: 1.3570716772548508e-10; 
 cordova-cli: 1.1456492698957987e-10; 
 phonegap-desktop-app: 5.066351504989797e-11; 
 cordova-plugin-file: 2.7214027906174998e-11; 
 pushwoosh: 1.2261210276254264e-11; 
 cordova-ios: 7.370252845528835e-12; 
 mgwt: 4.099929163531302e-12; 
 ripple: 2.5743435161373895e-12; 
 ionic: 8.40034910121884e-13; 
 visual-studio-cordova: 4.605347678730831e-13; 
 zepto: 2.900354381576292e-13; 
 multi-device-hybrid-apps: 2.8729256929156677e-13; 
 cordova-2.0.0: 2.0258131923269612e-13; 
 topic_957
jquery-autocomplete: 0.6596372723579407; 
 replacewith: 0.12315478920936584; 
 submit-button: 0.11303247511386871; 
 rangeslider: 0.10417544841766357; 
 bootstrap-slider: 4.746941950628525e-09; 
 onsubmit: 1.362572923414851e-12; 
 multiple-value: 2.723117684035742e-13; 
 enter: 1.8137469065711287e-13; 
 autosuggest: 3.841159906966228e-14; 
 multiple-forms: 3.094922863995653e-14; 
 broadleaf-commerce: 8.999732687873466e-15; 
 phpquery: 7.799016898328397e-15; 
 dom-manipulation: 8.877558031990045e-16; 
 tag-it: 4.893587268973911e-16; 
 dom-traversal: 4.390149001608581e-16; 
 jquery-tokeninput: 1.2611701191773852e-16; 
 jquery-widgets: 1.2435739361404632e-16; 
 topic_958
rack: 0.3035961389541626; 
 preprocessor: 0.2473159283399582; 
 rest-client: 0.15635597705841064; 
 powershell-5.0: 0.12127992510795593; 
 code-metrics: 0.05073147267103195; 
 spring-mvc-test: 0.039237622171640396; 
 debuggervisualizer: 0.02952730283141136; 
 ruby-debug: 0.0291309617459774; 
 gwt-ext: 0.022789528593420982; 
 ruby-1.9.3: 3.50787777279038e-05; 
 thin: 1.424839446428905e-08; 
 powershell-module: 1.2815808858590572e-08; 
 webrick: 6.617926651131256e-09; 
 cyclomatic-complexity: 1.4138289428089479e-09; 
 lexical: 3.3354635720073134e-10; 
 grape: 7.459190903835733e-11; 
 grape-api: 6.250587547551589e-11; 
 spring-restdocs: 5.7589974455929394e-11; 
 rack-pow: 5.2549884582697715e-11; 
 rubocop: 2.567595788760535e-11; 
 topic_959
request: 0.6009758710861206; 
 local-storage: 0.3359599709510803; 
 jsdom: 0.026857050135731697; 
 jquery-svg: 0.012094025500118732; 
 json-server: 0.009676437824964523; 
 nwjs: 0.007821099832654; 
 yepnope: 0.006615521851927042; 
 localforage: 8.721619780549528e-12; 
 request-promise: 8.222512080935385e-12; 
 local-database: 4.643673818952379e-14; 
 npm-request: 2.4871264105836254e-14; 
 web-storage: 7.171983818464456e-15; 
 google-chrome-storage: 4.1745946807627676e-15; 
 angular-local-storage: 2.229050633444996e-15; 
 chaining: 1.0255422821519472e-15; 
 nock: 4.1303491736091103e-16; 
 svg-animate: 1.3822884190964617e-16; 
 offlineapps: 1.1190774305997202e-16; 
 topic_960
http-live-streaming: 0.31570252776145935; 
 http-proxy: 0.17226092517375946; 
