,0,1
visual-studio-2005,topic_499,0.084685266
fortran2003,topic_920,0.007544879
relational-algebra,topic_775,0.0122977495
jshint,topic_842,0.028899519
tabbed,topic_272,0.0071960134
xcuitest,topic_621,0.0102082435
ios-charts,topic_743,0.0029363658
java.nio.file,topic_808,0.008716519
android-wifi,topic_966,0.06694764
udf,topic_902,0.004908374
sdwebimage,topic_987,0.015720889
16-bit,topic_964,0.0058258604
build-script,topic_927,0.0047300467
android-database,topic_599,0.047259852
tap,topic_484,0.015344986
qtquick2,topic_472,0.10186826
magit,topic_292,0.0043497463
libtiff,topic_947,0.007878404
sdl,topic_850,0.07749286
wss4j,topic_83,0.0075985407
notation,topic_377,0.025086043
c++98,topic_651,0.0137655735
preferencescreen,topic_152,0.007373447
blocked,topic_183,0.006360252
sitemesh,topic_685,0.0040065115
mpeg,topic_848,0.009399472
dispatchevent,topic_127,0.009147679
vnc-viewer,topic_486,0.0042031324
zipfile,topic_777,0.047033235
rapidjson,topic_59,0.008295467
conflict,topic_880,0.07883961
distributed-system,topic_230,0.08164216
conways-game-of-life,topic_741,0.009975579
paradigms,topic_724,0.018974284
firebase-authentication,topic_765,0.5038527
jdesktoppane,topic_757,0.0046175895
kivy,topic_358,0.26987332
leaflet,topic_809,0.067846015
python-2.7,topic_396,0.95862687
folding,topic_915,0.013607918
r-faq,topic_780,0.00060767744
openam,topic_860,0.01770943
qtmultimedia,topic_942,0.009915856
render-to-texture,topic_746,0.017919187
enum-class,topic_685,0.002083386
cubes,topic_38,0.0019840882
absolute,topic_71,0.10823978
c#-2.0,topic_251,0.10129201
firefox-webextensions,topic_828,0.039890997
gestures,topic_667,0.03211887
content-pages,topic_9,0.006928009
drupal-modules,topic_847,0.020088028
automation,topic_676,0.40465984
ts-node,topic_894,0.021825215
heatmap,topic_489,0.19656546
tomcat8,topic_841,0.2430841
data-migration,topic_643,0.030460434
cross-apply,topic_81,0.007252808
c++-cli,topic_805,0.28102893
utf,topic_729,0.0058339555
memorycache,topic_251,0.016579684
dictionary,topic_264,0.85476047
effects,topic_896,0.026256943
dealloc,topic_703,0.027697487
visual-studio-templates,topic_805,0.009649165
redgate,topic_524,0.006923923
currentculture,topic_876,0.0011885858
fileset,topic_71,0.009447151
navigation,topic_996,0.42159638
mariadb,topic_872,0.668917
greatest-common-divisor,topic_284,0.009989591
window-managers,topic_237,0.023944778
glm-math,topic_850,0.014636198
sapi,topic_849,0.013636048
firebird2.5,topic_19,0.004494827
visual-studio-code,topic_416,0.25686038
asp.net-routing,topic_963,0.020010207
ip-camera,topic_399,0.01124663
next.js,topic_853,0.06336763
com,topic_438,0.49910206
uwsgi,topic_555,0.053346965
paypal-sandbox,topic_404,0.0569379
hangfire,topic_176,0.0025531289
android-motionlayout,topic_769,0.002050669
rtmp,topic_290,0.031175211
xinclude,topic_471,0.011831185
swift-protocols,topic_660,0.038368892
character-encoding,topic_104,0.4078625
sorting,topic_612,0.86542195
antivirus,topic_480,0.024413457
amazon,topic_637,0.11678208
httpclient,topic_468,0.07291303
egl,topic_487,0.012615142
ag-grid,topic_992,0.09252319
angular2-routing,topic_374,0.20236324
url-masking,topic_439,0.0050486173
nssearchfield,topic_993,0.004900403
intel-fortran,topic_696,0.014923034
primeng-turbotable,topic_839,0.018239541
eloquent,topic_553,0.3178558
apple-developer,topic_703,0.008839624
angular-reactive-forms,topic_672,0.07755862
multiple-inheritance,topic_118,0.07278523
python-3.7,topic_676,0.054715157
text-size,topic_136,0.013511458
amazon-cloudfront,topic_665,0.055613276
hybrid-mobile-app,topic_245,0.0681958
automationanywhere,topic_381,0.004543675
vlookup,topic_509,0.06390171
collaborative-filtering,topic_301,0.011548277
bloc,topic_711,0.018483771
gitlab-ci-runner,topic_321,0.05445846
side-by-side,topic_930,0.010740304
xml-validation,topic_509,0.018677896
json.net,topic_143,0.09414918
web,topic_427,0.9049974
paytm,topic_883,0.0052316254
post,topic_468,0.49208117
tortoisegit,topic_968,0.03302104
memory-leaks,topic_468,0.24973094
specs2,topic_598,0.031666465
angular2-highcharts,topic_178,0.006885863
wifi,topic_212,0.114802346
command,topic_124,0.18297648
fwrite,topic_329,0.07542174
md5,topic_978,0.060930457
particle-system,topic_622,0.016842145
twitter-oauth,topic_982,0.12274618
azure-automation,topic_169,0.004820537
devstack,topic_155,0.024275377
warbler,topic_808,0.012880686
quickbooks,topic_383,0.029341009
facebook-c#-sdk,topic_991,0.048983768
vue-component,topic_365,0.07831179
ember.js,topic_543,0.54603535
fuseki,topic_40,0.013200705
multiple-conditions,topic_818,0.012566466
rcharts,topic_115,0.0077800336
xfce,topic_709,0.009788354
fishpig,topic_311,0.0050314744
info,topic_873,0.006154548
webfonts,topic_55,0.046522766
metalkit,topic_672,0.008902022
variable-names,topic_252,0.009681881
pi,topic_613,0.035815615
windows-embedded-compact,topic_681,0.0040405244
cedar,topic_500,0.00629484
traefik,topic_991,0.0286864
activerecord,topic_656,0.72813815
archive,topic_714,0.049339414
asp.net-mvc,topic_185,0.9851591
visual-studio-mac,topic_561,0.060051795
outputstream,topic_56,0.11154582
oozie,topic_408,0.06669308
concurrent.futures,topic_820,0.012158286
pageviews,topic_273,0.0014078907
serialization,topic_200,0.6551912
upnp,topic_129,0.03234527
prolog-toplevel,topic_617,0.0014501155
imagej,topic_314,0.027371338
latency,topic_591,0.02470683
abpeoplepickerview,topic_179,0.003516525
ballerina,topic_458,0.0031636406
move,topic_304,0.034667876
express-handlebars,topic_167,0.009544976
sketchup,topic_177,0.01714066
lnk2001,topic_128,0.0071669784
formik,topic_810,0.014609859
mobile-website,topic_889,0.07984767
bulma,topic_482,0.02609461
detection,topic_173,0.14386512
code-cleanup,topic_388,0.01721167
page-curl,topic_334,0.013211573
rate-limiting,topic_342,0.0059856335
metrics,topic_837,0.06545128
attributes,topic_759,0.41206634
nuxeo,topic_798,0.00081672287
function-prototypes,topic_161,0.008034639
dbcontext,topic_5,0.08485267
comparison-operators,topic_711,0.04235698
buck,topic_337,0.003370617
odata-v4,topic_955,0.007585673
markov-chains,topic_933,0.014391441
hidden-field,topic_140,0.020313084
nativescript-vue,topic_954,0.007327184
natural-join,topic_647,0.00247949
relay,topic_180,0.026999164
directinput,topic_264,0.0022005993
typetraits,topic_6,0.020725949
ng-pattern,topic_327,0.008475477
jboss-eap-7,topic_534,0.008788576
libreoffice-base,topic_711,0.010259891
mptt,topic_114,0.012992434
location,topic_974,0.26007193
copy-protection,topic_415,0.014166221
workflow-foundation-4,topic_251,0.1050471
fasttext,topic_180,0.010114238
pac,topic_145,0.002289125
aws-xray,topic_885,0.0019562526
typo3-9.x,topic_96,0.016559528
swifty-json,topic_484,0.029662758
drools-guvnor,topic_845,0.0043632556
find,topic_141,0.52772063
cufft,topic_155,0.010660616
webpack,topic_123,0.13279381
hexdump,topic_585,0.005031566
concurrency,topic_779,0.5900132
wildcard-subdomain,topic_304,0.0049225097
multithreading,topic_948,0.9584113
daemons,topic_131,0.0076396805
cloudant,topic_452,0.08852044
autosuggest,topic_330,0.025096903
navigation-drawer,topic_643,0.1462371
akka-stream,topic_742,0.10053963
wlst,topic_484,0.009908657
iconv,topic_972,0.019399974
path-variables,topic_393,0.007103023
python-twitter,topic_912,0.004953919
ponyorm,topic_232,0.012417052
file,topic_729,0.52489114
servercontrols,topic_630,0.007891853
wxpython,topic_940,0.20576487
jquery-gmap3,topic_168,0.0064997096
drawerlayout,topic_152,0.0320502
office-ui-fabric,topic_346,0.019402262
sum,topic_664,0.39761648
fakeiteasy,topic_955,0.009837382
android-spinner,topic_234,0.15041362
phpmyadmin,topic_41,0.6519901
react-native-fbsdk,topic_134,0.011579435
checksum,topic_864,0.071117245
uisplitviewcontroller,topic_444,0.050229095
itext7,topic_530,0.043702204
http,topic_798,0.40716833
function-declaration,topic_161,0.008671046
cross-domain-policy,topic_86,0.010055718
canvas,topic_545,0.83845407
android-memory,topic_622,0.012530557
abstract,topic_905,0.10534374
expo,topic_79,0.2314317
azure-iot-edge,topic_561,0.022574037
scala-collections,topic_644,0.073302
grape,topic_958,0.031275246
log4net,topic_159,0.061402716
org.json,topic_648,0.014180635
federated-identity,topic_714,0.0105222715
libreoffice-basic,topic_892,0.0043489765
google-schemas,topic_890,0.019596074
jenkins-plugins,topic_962,0.09572596
bootstrap-modal,topic_102,0.42872065
etherpad,topic_973,0.0055277455
reporting-services,topic_861,0.52190673
landscape,topic_524,0.045718506
cygwin,topic_800,0.490722
standards,topic_613,0.1987049
language-translation,topic_972,0.009940926
odbc,topic_437,0.2816565
amazon-cloudformation,topic_331,0.113270395
jboss7.x,topic_171,0.20122059
xml-serialization,topic_11,0.12649775
exchange-server,topic_785,0.15628964
flash-media-server,topic_192,0.0047547244
apache-cayenne,topic_144,0.005830236
visual-web-developer,topic_207,0.020317521
sympy,topic_642,0.20611188
linq-to-entities,topic_414,0.6037851
debouncing,topic_763,0.016282046
symbolic-math,topic_202,0.032475527
office365api,topic_831,0.043031123
finite-element-analysis,topic_839,0.018986553
ubuntu-12.04,topic_873,0.14426158
redmine,topic_655,0.056480933
atmel,topic_434,0.0024076963
griffon,topic_659,0.0023150854
self-signed,topic_8,0.041419577
neural-network,topic_541,0.42433304
grails-plugin,topic_225,0.055353347
spdy,topic_804,0.011738386
asp.net-identity-3,topic_856,0.013332048
vbscript,topic_401,0.277094
pong,topic_139,0.01632
opentracing,topic_944,0.011127483
shopify,topic_196,0.14749825
financial,topic_391,0.021114621
timeoutexception,topic_748,0.009899337
rebase,topic_93,0.12111169
markers,topic_22,0.024832228
unity3d-unet,topic_251,0.013779277
jira,topic_605,0.17425784
android-dialog,topic_587,0.027232563
android-manifest,topic_259,0.3142723
razor-pages,topic_113,0.05134338
retrolambda,topic_491,0.0039817975
scale,topic_466,0.19371852
typo3,topic_96,0.26794106
dot-product,topic_379,0.0030829518
lumen,topic_463,0.09058777
copy-on-write,topic_412,0.0076104878
entity-framework,topic_143,0.73494
outlook-2013,topic_498,0.019431235
dfa,topic_541,0.013773123
sentence,topic_573,0.02585673
faceted-search,topic_592,0.009643381
webvtt,topic_293,0.008148172
mixins,topic_400,0.035713546
reset-password,topic_643,0.0055396254
substring,topic_625,0.35761237
qnetworkreply,topic_472,0.0054490794
user-input,topic_508,0.23431477
gcloud,topic_317,0.027261749
rippledrawable,topic_269,0.002990574
tcpdump,topic_344,0.031088948
hive-serde,topic_408,0.0043435725
request,topic_959,0.47205848
avplayeritem,topic_663,0.013236135
notepad++,topic_963,0.31718192
webdriver-io,topic_471,0.10294896
google-chrome,topic_753,0.93462515
jinja2,topic_555,0.12107752
ssas-tabular,topic_184,0.01704258
price,topic_46,0.023059662
preference,topic_968,0.014385911
dynamics-crm-online,topic_696,0.025714833
permalinks,topic_271,0.009445549
credit-card,topic_960,0.059589628
selenium-webdriver,topic_324,0.33134487
gtk3,topic_864,0.11765703
github-api,topic_510,0.07271714
struct,topic_803,0.7650319
devexpress,topic_635,0.16613165
squeel,topic_483,0.003553133
prepared-statement,topic_741,0.1156404
tlistview,topic_313,0.0016017085
react-native,topic_641,0.8639108
textwatcher,topic_719,0.024333967
prepare,topic_734,0.0045019416
cucumber-jvm,topic_598,0.06342298
false-positive,topic_114,0.018210279
tortoisehg,topic_293,0.07032298
wal,topic_712,0.0064703324
android-sharedpreferences,topic_129,0.03457159
suppress-warnings,topic_943,0.031748123
facet,topic_775,0.02519914
rollup,topic_178,0.022561718
google-street-view,topic_22,0.025283381
dispatcher,topic_683,0.0954649
stub,topic_165,0.017464919
spring-roo,topic_530,0.057017542
coordinate-systems,topic_864,0.03561916
growl,topic_617,0.002323679
opengraph,topic_626,0.05933946
binary-data,topic_61,0.060743384
dm-script,topic_115,0.002974019
jdialog,topic_757,0.033809245
plesk,topic_36,0.12719208
siblings,topic_480,0.027113767
spring-jdbc,topic_684,0.07060579
cabal-install,topic_469,0.017526072
maven-2,topic_624,0.2198678
protractor,topic_279,0.33988976
getscript,topic_663,0.010320183
android-ndk,topic_281,0.3810085
azure-api-apps,topic_796,0.01644168
scada,topic_911,0.0021713183
wordpress-theming,topic_271,0.042668432
hebrew,topic_818,0.022988303
android-doze,topic_203,0.0056691496
naming,topic_319,0.060188744
human-readable,topic_661,0.013745081
type-families,topic_182,0.0080250595
ioctl,topic_131,0.041619156
multipartform-data,topic_328,0.10155356
lisp,topic_984,0.11504432
android-arrayadapter,topic_490,0.108712435
kotlin,topic_212,0.6554852
nonblocking,topic_258,0.047078006
hint,topic_229,0.013355788
postscript,topic_549,0.042254895
completion,topic_712,0.010184245
control-structure,topic_52,0.004973435
nsset,topic_586,0.01227315
authorization,topic_832,0.25713283
scriptblock,topic_985,0.008101674
fetchxml,topic_516,0.01910349
cucumber,topic_321,0.36383128
modelsim,topic_913,0.03352068
x264,topic_399,0.006197861
jquery-knob,topic_341,0.03778475
qtcore,topic_306,0.0035522995
vtune,topic_77,0.006222944
servicebus,topic_169,0.009128924
powerbuilder,topic_256,0.032790743
blogger,topic_480,0.10918548
maven-release-plugin,topic_588,0.009440589
mailmerge,topic_393,0.01939145
vim-syntax-highlighting,topic_286,0.0090444675
core.async,topic_471,0.024898464
ghostscript,topic_549,0.0886792
center,topic_296,0.12930629
google-chrome-app,topic_576,0.27685386
forward,topic_835,0.054875083
android-edittext,topic_574,0.1777596
screen-orientation,topic_769,0.026548347
tarfile,topic_568,0.0070361597
equals,topic_7,0.29802462
ajax4jsf,topic_343,0.022150049
fbconnect,topic_929,0.014679244
suite,topic_211,0.0052348645
x509certificate,topic_746,0.1406934
openshift-origin,topic_385,0.030141685
jquery-select2-4,topic_26,0.009619338
iframe,topic_842,0.8622482
openfeint,topic_570,0.0015041002
anchor,topic_206,0.09177826
android-activity,topic_871,0.58902985
components,topic_992,0.30634016
solr,topic_775,0.4381621
unreal-blueprint,topic_651,0.0037077551
forms-authentication,topic_31,0.28592944
raw-sockets,topic_534,0.01126499
writetofile,topic_788,0.011396496
sonarqube,topic_927,0.25922027
openxlsx,topic_581,0.005047767
android-bluetooth,topic_622,0.06253729
static-methods,topic_472,0.12275192
data-cleaning,topic_933,0.042846125
qt5.4,topic_29,0.00493299
dart-js-interop,topic_649,0.0029516825
nested-generics,topic_429,0.0055291597
invalidation,topic_16,0.007021606
tableau-server,topic_372,0.07934348
mysql-json,topic_544,0.0053435904
random-walk,topic_377,0.0069077513
fuzzywuzzy,topic_793,0.004442003
javassist,topic_18,0.06078905
codeigniter-3,topic_493,0.31693617
clips,topic_799,0.00984653
mysqli,topic_595,0.020484192
dynamic-language-runtime,topic_639,0.009384423
sql-server-agent,topic_197,0.007975869
worldwind,topic_116,0.008617928
.net-cf-3.5,topic_95,0.004859507
entity-framework-core,topic_813,0.15714887
pgadmin-4,topic_906,0.03592384
nfs,topic_195,0.02231277
scrapy,topic_745,0.35302213
messages,topic_78,0.028161561
webcrypto-api,topic_661,0.018346958
uitableviewsectionheader,topic_773,0.0029632756
pyspark,topic_362,0.19633299
nowjs-sockets,topic_398,0.005248625
windows-phone-7.1,topic_706,0.058681116
code-completion,topic_537,0.014397028
vichuploaderbundle,topic_921,0.001848233
verbose,topic_645,0.0019806686
api,topic_570,0.95228773
will-paginate,topic_496,0.044313595
vigenere,topic_403,0.0020246897
bresenham,topic_929,0.004801941
country-codes,topic_448,0.04216062
kentor-authservices,topic_764,0.002976856
class-library,topic_150,0.02669649
floating-point,topic_725,0.3409308
html-select,topic_640,0.54422253
streamwriter,topic_843,0.041316494
python-imaging-library,topic_355,0.2692098
fossil,topic_380,0.0029351504
bin,topic_8,0.033410773
gnu-parallel,topic_419,0.020878179
extends,topic_922,0.08341569
connection-pooling,topic_347,0.13421555
qmake,topic_306,0.015314685
url,topic_995,0.75408506
amazon-rekognition,topic_665,0.0040658526
remove-if,topic_6,0.0034963775
tsung,topic_207,0.00935551
flicker,topic_759,0.029718328
expansion,topic_813,0.006962746
modbus,topic_689,0.0140464865
time,topic_263,0.7041365
intel-mkl,topic_591,0.014259521
telegram,topic_712,0.1427245
mongoose,topic_816,0.80305886
unreal-engine4,topic_651,0.029619422
hangouts-chat,topic_222,0.006271345
take,topic_612,0.0016059391
capacitor,topic_700,0.003408715
aspect-ratio,topic_386,0.0482472
regression,topic_962,0.09400852
google-chrome-devtools,topic_392,0.38676417
gradle-experimental,topic_187,0.003899028
executorservice,topic_405,0.046186082
goroutine,topic_254,0.03755527
jdk1.5,topic_462,0.0036210506
lag,topic_880,0.07384067
freebsd,topic_453,0.018758897
marketplace,topic_246,0.009755594
nativescript,topic_954,0.110218674
android-service-binding,topic_136,0.018429324
content-type,topic_485,0.02693912
adsense-api,topic_107,0.0028260252
inline-formset,topic_789,0.021632964
qpainter,topic_73,0.025417
deprecation-warning,topic_574,0.0044474327
window,topic_32,0.21676353
facebook-analytics,topic_809,0.0010540012
sqlalchemy,topic_193,0.5951198
business-intelligence,topic_837,0.07425992
instruments,topic_323,0.007654054
susy,topic_250,0.010251166
mouseevent,topic_248,0.34882706
apt-get,topic_141,0.052763186
samsung-galaxy,topic_491,0.009003177
colors,topic_13,0.44042864
dropdownlistfor,topic_185,0.0017036406
clickhouse,topic_189,0.008664515
azure-cdn,topic_47,0.004437681
backgroundworker,topic_468,0.045629725
blobstorage,topic_746,0.0070449
clang-format,topic_682,0.010483306
spyne,topic_947,0.005166908
gsp,topic_810,0.042131897
material-design,topic_239,0.23777528
pyqt5,topic_174,0.19470261
texture-mapping,topic_746,0.04908045
quadratic-programming,topic_887,0.0068048476
switching,topic_948,0.0020792314
scintilla,topic_864,0.011501768
mapbox,topic_377,0.18781812
xamarin.android,topic_241,0.21158515
expandablelistadapter,topic_757,0.020540312
leap-motion,topic_106,0.0124724945
class-attributes,topic_511,0.006653485
gradle,topic_142,0.51303905
google-cloud-datastore,topic_72,0.09669449
init,topic_749,0.04377229
castle-monorail,topic_903,0.00761193
enums,topic_748,0.57180774
xcode8,topic_886,0.14426363
linq-to-xml,topic_143,0.043537125
programmatically,topic_473,0.018694818
jfilechooser,topic_116,0.0708336
kotlin-coroutines,topic_939,0.045153603
fetch,topic_636,0.27378455
android-shape,topic_259,0.010422535
ironruby,topic_49,0.0020878464
enzyme,topic_984,0.10078548
eof,topic_99,0.066499665
angular2-services,topic_863,0.08838986
interface,topic_704,0.37678242
rasterio,topic_213,0.008410162
hammer.js,topic_443,0.01648332
firebase-cloud-messaging,topic_162,0.27477053
kusto,topic_695,0.006062294
preg-split,topic_894,0.09254996
temporary-files,topic_573,0.08304088
image-uploading,topic_689,0.06034676
qt5.5,topic_986,0.010171268
ibinspectable,topic_310,0.0108833425
turing-complete,topic_465,0.004175578
cursor-position,topic_377,0.01713607
bearer-token,topic_954,0.01325526
dir,topic_951,0.016870966
gdlib,topic_475,0.006053642
payment-gateway,topic_906,0.28025782
cardinality,topic_544,0.010816253
perceptron,topic_104,0.011637276
asp.net-identity-2,topic_31,0.09625302
cakeyframeanimation,topic_570,0.0030150684
closest,topic_563,0.02411864
fiware-cygnus,topic_601,0.014497276
posix,topic_519,0.18942602
paas,topic_864,0.02041261
google-compute-engine,topic_885,0.077251345
node-mssql,topic_645,0.0022799696
categorical-data,topic_16,0.013734946
fsm,topic_879,0.016581608
gearman,topic_623,0.026085299
arangodb,topic_236,0.09524882
gdi+,topic_575,0.06376766
controlpanel,topic_150,0.0032344754
aws-rds,topic_466,0.0068641473
c++11,topic_47,0.82130903
vsix,topic_668,0.044028092
timertask,topic_835,0.071854964
sup,topic_758,0.0003809998
velocity,topic_830,0.080370225
winpcap,topic_103,0.021090815
decoupling,topic_454,0.012469453
xcode11,topic_833,0.006277545
pry,topic_63,0.01585433
code-duplication,topic_695,0.023542264
android-recyclerview,topic_883,0.5331256
core.autocrlf,topic_914,0.0009938802
data-visualization,topic_924,0.20737462
paypal-adaptive-payments,topic_404,0.01906869
ruamel.yaml,topic_195,0.0040854365
semantic-versioning,topic_925,0.010104367
cypress,topic_763,0.1077086
eslint,topic_113,0.11678239
information-retrieval,topic_458,0.018022893
vcard,topic_636,0.024599904
fseek,topic_784,0.015845029
networkstream,topic_14,0.05767222
lattice,topic_115,0.017344479
view-scope,topic_422,0.0099729085
android-layout,topic_737,0.5975133
spark-csv,topic_190,0.007893388
calibration,topic_28,0.0040185885
encoding,topic_729,0.16319126
xmla,topic_907,0.0029476553
except,topic_464,0.030280566
kdiff3,topic_665,0.0022477075
react-redux,topic_178,0.5206022
requiredfieldvalidator,topic_934,0.019134693
cakephp-2.0,topic_36,0.3367284
azure-table-storage,topic_577,0.049515028
snowflake,topic_949,0.027965028
docker-toolbox,topic_991,0.006806711
lwip,topic_668,0.01024289
configuration,topic_367,0.54636526
background-music,topic_642,0.012942358
stringstream,topic_75,0.03448703
rerender,topic_421,0.0136835845
escaping,topic_343,0.32393634
skmaps,topic_152,0.019669568
bluecove,topic_472,0.0077038705
multipleselection,topic_224,0.014471898
worklight-studio,topic_998,0.0037018573
geojson,topic_793,0.053824954
flexslider,topic_934,0.044094704
sh,topic_312,0.029702103
schedule,topic_538,0.060021367
fputcsv,topic_10,0.019161941
datatable,topic_282,0.26264027
multi-user,topic_622,0.010798221
7zip,topic_527,0.034345385
associative-array,topic_383,0.057931263
lcov,topic_346,0.013992337
sp-executesql,topic_81,0.005394536
google-contacts-api,topic_730,0.04698801
parcel,topic_274,0.0028824317
woothemes,topic_7,0.025801798
google-colaboratory,topic_693,0.087101504
telephonymanager,topic_269,0.011782348
dt,topic_694,0.019579072
latex,topic_551,0.2484517
nohup,topic_627,0.018684603
bytearray,topic_761,0.0929407
apprequests,topic_802,0.005935264
pip,topic_158,0.4264711
pumping-lemma,topic_34,0.003284651
state-machine,topic_879,0.050399616
syntaxnet,topic_1,0.0075181266
lazy-evaluation,topic_32,0.059971288
shared-hosting,topic_643,0.039467957
react-context,topic_866,0.013893296
android-navigation,topic_737,0.0065101143
filedialog,topic_529,0.003077088
spring-security-rest,topic_817,0.005136909
sbcl,topic_500,0.03389318
flexdashboard,topic_694,0.0080673555
resteasy,topic_332,0.08265993
cacti,topic_298,0.0044104266
open-liberty,topic_669,0.009953509
worker-process,topic_911,0.002112897
mattermost,topic_555,0.0022325092
apache-kafka-connect,topic_172,0.053199727
stdtuple,topic_304,0.0031217518
listpreference,topic_152,0.011767937
apache-fop,topic_127,0.07274262
python-multiprocessing,topic_358,0.1053514
superclass,topic_897,0.020204892
matrix-inverse,topic_279,0.012518432
typo3-7.6.x,topic_96,0.031972483
jquery-pagination,topic_908,0.008775981
test-kitchen,topic_560,0.018335951
sql-server-data-tools,topic_460,0.16048515
flush,topic_626,0.03117308
hdpi,topic_895,0.001920869
azure-log-analytics,topic_695,0.011289148
aapt,topic_730,0.020979887
mime-types,topic_643,0.085586466
using,topic_629,0.12064094
yui,topic_519,0.07031679
akka-http,topic_862,0.061484702
windows-phone-8,topic_617,0.21423854
ext3,topic_374,0.0052195545
linear-search,topic_358,0.0068887495
printdocument,topic_282,0.003902563
operating-system,topic_405,0.25635234
filewriter,topic_58,0.13990611
edi,topic_712,0.024923835
observer-pattern,topic_314,0.061395295
nicedit,topic_39,0.030875137
restriction,topic_477,0.027785206
fuelphp,topic_636,0.026015725
image,topic_2,0.90504456
rest-client,topic_958,0.060665514
spark-streaming,topic_362,0.05724685
tdb,topic_807,0.003703859
uwp-xaml,topic_927,0.059390858
xls,topic_511,0.091218986
scriptengine,topic_857,0.02325724
limit,topic_381,0.10019852
patch,topic_986,0.10025964
replicaset,topic_660,0.017525317
casting,topic_865,0.5940072
oracleforms,topic_628,0.03204529
peg,topic_603,0.0046428572
filestream,topic_825,0.07279543
dataprovider,topic_731,0.017383385
outputcache,topic_154,0.02602375
virtocommerce,topic_20,0.0012425473
spring-webflow-2,topic_465,0.012363783
dbix-class,topic_317,0.0048788376
performance,topic_710,0.88441026
curves,topic_132,0.019928347
unistd.h,topic_78,0.0038796316
catransition,topic_571,0.0043782364
nested-lists,topic_376,0.098255254
throughput,topic_107,0.008219991
http-authentication,topic_836,0.013932322
openlaszlo,topic_351,0.004454641
uilabel,topic_586,0.22420865
boost-program-options,topic_288,0.023577156
flow,topic_391,0.036340132
monolog,topic_718,0.052658133
android-progressbar,topic_474,0.050041746
turtle-graphics,topic_355,0.09742597
handwriting-recognition,topic_725,0.004067966
mingw32,topic_32,0.018243648
filehelpers,topic_629,0.033379078
redis-cluster,topic_518,0.014738801
font-awesome,topic_952,0.29554462
dockerfile,topic_170,0.18596461
import-from-excel,topic_624,0.023652535
azure-databricks,topic_49,0.0033210414
angular-module,topic_268,0.04182464
key,topic_246,0.2533808
xmlunit,topic_835,0.013928808
wysiwyg,topic_117,0.15434049
db2,topic_824,0.03451437
build-error,topic_227,0.02131156
processbuilder,topic_919,0.07936206
density-independent-pixel,topic_769,0.0018483609
howler.js,topic_828,0.004307314
sdl-ttf,topic_998,0.0018782824
layoutparams,topic_698,0.018270401
virtualenvwrapper,topic_807,0.018201366
emf,topic_936,0.017147819
android-camera2,topic_504,0.04299313
wsdl,topic_822,0.4753579
ess,topic_194,0.021784421
netlogo,topic_542,0.13799953
ovh,topic_965,0.0062541994
renderscript,topic_904,0.023760663
slidedown,topic_209,0.030873168
maven,topic_588,0.8372694
react-360,topic_1,0.00632949
listadapter,topic_490,0.025657129
codenameone,topic_210,0.1779154
jdbc,topic_741,0.6099276
uiviewanimationtransition,topic_987,0.007680805
apple-watch-complication,topic_712,0.008153199
jquery-file-upload,topic_349,0.046867393
web-scraping,topic_446,0.69614094
analyzer,topic_829,0.011664933
non-static,topic_120,0.01706211
date-format,topic_772,0.06513447
bower,topic_368,0.14460514
sharp,topic_157,0.0037620242
swift,topic_743,0.99112135
cocoalibspotify-2.0,topic_669,0.009079847
video-conferencing,topic_157,0.0045557003
android-handler,topic_804,0.041954372
spring-data-jpa,topic_950,0.08500698
puppet,topic_840,0.19748151
popviewcontroller,topic_323,0.0005911578
sensenet,topic_295,0.007860234
laravel-5.2,topic_699,0.36946425
methodology,topic_848,0.009177145
isolation-level,topic_872,0.054629896
qtranslate,topic_721,0.0069068642
excel,topic_48,0.99711835
angular-material2,topic_374,0.122626215
ordinal,topic_16,0.0029662005
database-migration,topic_578,0.054669768
angular6,topic_480,0.3613767
glog,topic_730,0.0054245517
sqlconnection,topic_232,0.09345465
jaxb2,topic_917,0.041317593
connection,topic_812,0.27230853
glassfish-4.1,topic_403,0.0016177169
skview,topic_886,0.004491176
mongodb-replica-set,topic_49,0.0013697833
url-rewriting,topic_439,0.70199484
shapeless,topic_874,0.010545828
ycsb,topic_670,0.0005947019
slowcheetah,topic_635,0.0048476183
objective-c,topic_758,0.95868033
kendo-window,topic_282,0.0023445343
mallet,topic_511,0.01564001
regedit,topic_854,0.006843721
bundling-and-minification,topic_832,0.038526963
structure,topic_658,0.25859827
neo4j,topic_512,0.4923775
threshold,topic_228,0.038111225
custom-adapter,topic_490,0.02474127
intersection,topic_855,0.097008124
oracle-aq,topic_885,0.0022699134
doctrine,topic_921,0.10670501
mars-simulator,topic_692,0.013154075
prettify,topic_344,0.0048385304
compile-time,topic_362,0.008011932
uigraphicscontext,topic_987,0.0053503457
google-sheets-api,topic_851,0.12890108
todo,topic_231,0.010491192
serverless-framework,topic_977,0.056424428
typekit,topic_238,0.0031481255
sdk,topic_974,0.39664638
mcrypt,topic_718,0.11067667
shift-reduce-conflict,topic_347,0.0068245195
androiddesignsupport,topic_235,0.018631333
jboss-arquillian,topic_238,0.026288891
fullpage.js,topic_17,0.0648425
xmlstarlet,topic_725,0.012321384
anyobject,topic_886,0.003786678
scaling,topic_881,0.059106156
spatialite,topic_435,0.0038158072
socialengine,topic_435,0.006690589
tfsbuild,topic_34,0.08924599
eclipse-3.6,topic_480,0.0066179726
swiperefreshlayout,topic_235,0.02574551
